10,1000,0,4096,0.000000
20,1000,0,4096,0.000000
50,1000,1,4096,0.000000
100,1000,0,4096,0.000000
10,10000,2,32768,0.000000
20,10000,6,32768,0.000000
50,10000,10,32768,0.000000
100,10000,10,32768,0.000000
10,100000,23,262144,0.000000
20,100000,37,262144,0.100000
50,100000,59,262144,0.000000
100,100000,178,262144,0.000000
10,1000000,192,2097152,0.000000
20,1000000,353,2097152,0.000000
50,1000000,683,2097152,0.000000
100,1000000,1008,2097152,0.000000
