10,1000,0,4000,0.100000
20,1000,0,4000,0.000000
50,1000,0,4000,0.000000
100,1000,0,4000,0.000000
10,10000,5,24000,0.000000
20,10000,7,24000,0.000000
50,10000,13,24000,0.100000
100,10000,8,24000,0.000000
10,100000,72,204000,0.400000
20,100000,90,204000,0.400000
50,100000,57,204000,0.700000
100,100000,54,204000,0.600000
10,1000000,364,2008000,8.900001
20,1000000,934,2008000,6.600000
50,1000000,698,2008000,7.700000
100,1000000,613,2008000,7.300000
